id,media_url,PublicPlace_truth,Photo_truth,TwoPersons_truth,PublicPlace,PublicPlace_execution_time,Photo,Photo_execution_time,TwoPersons,TwoPersons_execution_time
1296476492021596160,http://pbs.twimg.com/media/Ef4CfvvXsAEMOSB.jpg,True,True,True,1.0,0.2083998449961654,0.972682774066925,0.036900389689655,0.89111328125,0.008007489931609
1296476489555283969,http://pbs.twimg.com/media/Ef4CbZUXYAYbNJm.jpg,True,True,True,1.0,0.1945162529882509,0.5852296352386475,0.036900389689655,0.78271484375,0.008007489931609
1296476488276074500,http://pbs.twimg.com/media/Ef4CfsZXsAAVxJc.jpg,False,False,False,1.0,0.178861559019424,0.0702357441186904,0.036900389689655,0.0,0.008007489931609
1296476488011862016,http://pbs.twimg.com/media/Ef2KGpGUwAI7seu.jpg,False,False,False,1.0,0.1802191780006978,0.0033464960288256,0.036900389689655,0.0,0.008007489931609
1296476486044704768,http://pbs.twimg.com/media/Ef4Cb9TXkAEVO2p.jpg,False,False,False,1.0,0.2072420089971274,2.019671455855132e-06,0.036900389689655,0.0,0.008007489931609
1296476484320866304,http://pbs.twimg.com/media/Ef4CZG3WAAMpy7P.jpg,False,False,False,1.0,0.2192751689872238,1.345957940657172e-07,0.036900389689655,0.0,0.008007489931609
1296476482357866497,http://pbs.twimg.com/media/Ef4CTVIWoAEqoGx.jpg,True,False,False,1.0,0.1827610640029888,0.5425196290016174,0.036900389689655,0.0,0.008007489931609
1296476475336658946,http://pbs.twimg.com/media/Ef4Ce8rWoAQsXAY.jpg,False,False,False,1.0,0.1739500809926539,1.4862032493567769e-08,0.036900389689655,0.0,0.008007489931609
1296476470169219079,http://pbs.twimg.com/media/Ef4CelvXgAIJWlo.jpg,,,,,,,,,
1296476465052241922,http://pbs.twimg.com/tweet_video_thumb/Ef4Cd6_WkAsUeHb.jpg,False,True,False,1.0,0.1694118919840548,0.9890612363815308,0.036900389689655,0.0,0.008007489931609
1296476463743590401,http://pbs.twimg.com/media/Ef4CeR9XoAgFwR3.jpg,True,True,True,1.0,0.1707575089822057,0.8033847212791443,0.036900389689655,0.79052734375,0.008007489931609
1296476463374438401,http://pbs.twimg.com/tweet_video_thumb/Ef4CdqTXYAA2WiM.jpg,False,False,False,1.0,0.1842810059897601,0.6119219064712524,0.036900389689655,0.0,0.008007489931609
1296476462661410823,http://pbs.twimg.com/media/Ef4Cc2zWoAMcPsf.jpg,True,True,True,1.0,0.1823084960051346,0.9747542142868042,0.036900389689655,0.78271484375,0.008007489931609
1296476460887220225,http://pbs.twimg.com/media/Ef4CeGvWoAAW1wx.jpg,False,False,False,1.0,0.171685414010426,2.906589725848452e-11,0.036900389689655,0.62890625,0.008007489931609
1296476460413313024,http://pbs.twimg.com/media/Ef4CY4sXkAEFon-.jpg,False,False,False,1.0,0.1835224670066964,0.0053161596879363,0.036900389689655,0.0,0.008007489931609
1296476458832068609,http://pbs.twimg.com/media/Ef4CWNlU0AATnFS.jpg,False,False,False,0.8640004049862582,0.1666786189889535,2.3622060751904428e-08,0.036900389689655,0.64306640625,0.008007489931609
1296476455669563396,http://pbs.twimg.com/media/Ef4CdxbXsAIuVqr.png,False,False,False,1.0,0.1656618859851732,0.001568038132973,0.036900389689655,0.0,0.008007489931609
1296476454268567553,http://pbs.twimg.com/media/Ef4CdwhX0AAshvs.jpg,False,False,True,1.0,0.1494172580132726,9.671354916918062e-08,0.036900389689655,0.77001953125,0.008007489931609
1296476451559084037,http://pbs.twimg.com/media/Ef4CdkPWoAIop4-.jpg,False,False,False,1.0,0.1693423510005232,0.9592357873916626,0.036900389689655,0.0,0.008007489931609
1296476449306824705,http://pbs.twimg.com/media/Ef4CcD5XoAYSUoB.jpg,False,False,False,0.9488685590250078,0.1734883169992827,2.685234676391701e-06,0.036900389689655,0.0,0.008007489931609
1296476444239986689,http://pbs.twimg.com/media/Ef4CcYFXkAAsBGz.jpg,False,True,False,,,,,,
1296476444168724481,http://pbs.twimg.com/tweet_video_thumb/Ef4Cc8RUcAAymzx.jpg,False,False,False,0.3066682849838913,0.152268642996205,0.9744116067886353,0.036900389689655,0.0,0.008007489931609
1296476442574893056,http://pbs.twimg.com/media/Ef4CV9AXsAEdGaH.jpg,False,True,True,1.0,0.165006169991102,0.138946995139122,0.036900389689655,0.94189453125,0.008007489931609
1296476441123708928,http://pbs.twimg.com/media/Ef4Cc4bXsAAUUk_.jpg,,,,,,,,,
1296476440658161664,http://pbs.twimg.com/media/Ef4CctqWsAUh2zi.jpg,False,False,False,1.0,0.1668356520240195,0.996382474899292,0.036900389689655,0.0,0.008007489931609
1296476439991275520,http://pbs.twimg.com/media/Ef4CcmjWAAUqEyE.jpg,True,True,False,1.0,0.1458639510092325,0.9142594933509828,0.036900389689655,0.0,0.008007489931609
1296476432776990723,http://pbs.twimg.com/tweet_video_thumb/Ef4CcGMXsAA0-be.jpg,False,True,False,1.0,0.1343914899916853,0.9486642479896544,0.036900389689655,0.0,0.008007489931609
1296476429081878533,http://pbs.twimg.com/media/Ef4CJsYXoAEaVW1.png,False,False,True,1.0,0.1323681659996509,1.0757818813544873e-07,0.036900389689655,0.91748046875,0.008007489931609
1296476428515647493,http://pbs.twimg.com/media/Ef4CcQfXgAA_waZ.jpg,False,False,False,1.0,0.1246345689869485,3.031158257726929e-07,0.036900389689655,0.0,0.008007489931609
1296476424132603907,http://pbs.twimg.com/media/Ef4Cbn9XoAUpmWW.jpg,False,False,False,1.0,0.1314498580177314,9.044460966833868e-07,0.036900389689655,0.0,0.008007489931609
1296476423335673857,http://pbs.twimg.com/media/Ef4CLphXYAAz5gC.jpg,False,False,False,,,,,,
1296476409263775746,http://pbs.twimg.com/media/Ef4CUUQXsAALzRa.jpg,True,True,True,1.0,0.3994260290055536,0.9804671406745912,0.0370284845389855,0.9150390625,0.008633607808196
1296476407795769346,http://pbs.twimg.com/media/Ef4Ca_nWkAAlmC4.jpg,False,False,True,1.0,0.3651583660102915,2.6771360128741146e-10,0.0370284845389855,0.51953125,0.008633607808196
1296476405329469444,http://pbs.twimg.com/media/Ef4Bi_7WkAcf1W3.jpg,True,True,True,1.0,0.3699016190075781,0.9834362268447876,0.0370284845389855,0.7666015625,0.008633607808196
1296476404897533953,http://pbs.twimg.com/media/Ef4BOhQXoAEa5I2.jpg,False,False,False,0.9251859511640594,0.2396322799904737,4.10103803005768e-06,0.0370284845389855,0.0,0.008633607808196
1296476398643748864,http://pbs.twimg.com/media/Ef4CaSiWoAYoE8G.jpg,False,False,False,0.6051170096051768,0.2407482970156707,2.976892898853833e-10,0.0370284845389855,0.0,0.008633607808196
1296476396638920711,http://pbs.twimg.com/tweet_video_thumb/Ef4CaGmWkAIEOC-.jpg,False,False,True,1.0,0.2426378520030994,0.3189921081066131,0.0370284845389855,0.69873046875,0.008633607808196
1296476392415268864,http://pbs.twimg.com/media/Ef4CZtmUwAEBBfk.jpg,False,False,False,1.0,0.2393461640167515,0.0098723154515028,0.0370284845389855,0.0,0.008633607808196
1296476392176201729,http://pbs.twimg.com/tweet_video_thumb/Ef4CZu5X0AAXuZq.jpg,False,False,False,,,,,,
1296476387893747713,http://pbs.twimg.com/media/Ef4CZ0mXYAMNRvQ.jpg,False,False,False,1.0,0.2332601890084333,0.9954082369804382,0.0370284845389855,0.0,0.008633607808196
1296476387000426499,http://pbs.twimg.com/tweet_video_thumb/Ef4CZmsXYAErUVr.jpg,False,False,False,0.9568174294357312,0.165525621996494,0.9928770661354064,0.0370284845389855,0.0,0.008633607808196
1296476384706146309,http://pbs.twimg.com/media/Ef4CZtgXoAAKs-m.png,False,False,False,0.8747407238785304,0.1604930780013092,5.332677028491162e-05,0.0370284845389855,0.0,0.008633607808196
1296476384466960385,http://pbs.twimg.com/media/Ef4CYtfWoAAqrOB.jpg,False,False,False,,,,,,
1296476382864842752,http://pbs.twimg.com/media/Ef4CZjIXoAAp7KJ.jpg,False,False,False,1.0,0.1829356899834238,4.996087987763076e-09,0.0370284845389855,0.0,0.008633607808196
1296476379014483969,http://pbs.twimg.com/media/Ef4CYucWAAEttW2.jpg,False,False,False,,,,,,
1296476375612825603,http://pbs.twimg.com/media/Ef4BoKhXoAgYFTE.png,False,False,False,1.0,0.1619504840055015,0.987037181854248,0.0370284845389855,0.0,0.008633607808196
1296476372093808643,http://pbs.twimg.com/media/Ef4CYtWVAAUpV4-.jpg,,,,,,,,,
1296476371053694979,http://pbs.twimg.com/media/Ef4CUmbVoAALCyh.jpg,False,False,False,0.8168526902626465,0.1824130720051471,0.8852068781852722,0.0370284845389855,0.0,0.008633607808196
1296476368604192769,http://pbs.twimg.com/media/Ef4CYwwXgAE4KMH.png,False,False,False,0.9730834582854916,0.1620374459889717,2.9004835596424527e-05,0.0370284845389855,0.0,0.008633607808196
1296476368075722752,http://pbs.twimg.com/media/Ef4CX79XsAI8zyP.png,True,False,False,1.0,0.1670182030065916,1.474358441555523e-06,0.0370284845389855,0.0,0.008633607808196
1296476367924715522,http://pbs.twimg.com/media/Ef4CYs8XsAEBZyi.jpg,True,True,True,0.9936556476537894,0.1805882979824673,0.9730473160743712,0.0370284845389855,0.89697265625,0.008633607808196
1296476366230224903,http://pbs.twimg.com/media/Ef4CYnUXoAMSz38.jpg,True,True,True,1.0,0.1868356649938505,0.0002841208188328,0.0370284845389855,0.67333984375,0.008633607808196
1296476366012133382,http://pbs.twimg.com/media/Ef4CYGQWkAExkR5.jpg,False,False,False,0.7241952148221967,0.183879985997919,0.0021180985495448,0.0370284845389855,0.0,0.008633607808196
1296476363881435136,http://pbs.twimg.com/media/Ef4CYXcXgAEYc2V.jpg,False,False,False,1.0,0.1639780459809117,2.3288133377263878e-07,0.0370284845389855,0.0,0.008633607808196
1296476352464420870,http://pbs.twimg.com/media/Ef4CXv-U4AApyJJ.jpg,False,False,False,1.0,0.1781045419920701,1.2062161047765585e-08,0.0370284845389855,0.80078125,0.008633607808196
1296476351264849922,http://pbs.twimg.com/media/Ef4CXPzXgAAm0ks.jpg,False,False,False,1.0,0.1761157519940752,0.0607353113591671,0.0370284845389855,0.0,0.008633607808196
1296476350602256392,http://pbs.twimg.com/media/Ef4B3bsX0AgjtJw.png,,,,,,,,,
1296476349436243969,http://pbs.twimg.com/media/Ef4BhMUXsAA8bGa.jpg,True,True,True,1.0,0.1529239480150863,0.9512166976928712,0.0370284845389855,0.796875,0.008633607808196
1296476349419458560,http://pbs.twimg.com/media/Ef4CXWDXgAEcp17.jpg,False,False,False,1.0,0.176577336009359,2.1193109489558995e-07,0.0370284845389855,0.0,0.008633607808196
1296476347586445312,http://pbs.twimg.com/media/Ef4CXOPWkAEGPWJ.jpg,False,False,False,1.0,0.1576759580057114,0.2455054670572281,0.0370284845389855,0.0,0.008633607808196
1296476343786504193,http://pbs.twimg.com/media/Ef4CXOgX0AE9Qwp.jpg,False,False,False,1.0,0.1862002160050906,2.572739106199151e-07,0.0370284845389855,0.82275390625,0.008633607808196
1296476336052228097,http://pbs.twimg.com/media/Ef4CSjSU4AA1VJs.jpg,False,False,False,1.0,0.1405931409972254,2.8741410293409156e-11,0.0370284845389855,0.0,0.008633607808196
1296476335758544897,http://pbs.twimg.com/media/Ef4CWyAXgAIBm-w.jpg,False,False,False,0.8810052756249638,0.1809097900113556,1.9529318162625486e-09,0.0633994660370431,0.0,0.0100620110741281
1296476334852456448,http://pbs.twimg.com/media/Ef39yFAWoAIF65f.png,False,False,False,1.0,0.1958770389901474,0.0012492387322708,0.0633994660370431,0.0,0.0100620110741281
1296476330960343045,http://pbs.twimg.com/media/Ef4B4p4WsAIyo47.jpg,False,True,True,1.0,0.3113909259845968,0.8281009793281555,0.0633994660370431,0.916015625,0.0100620110741281
1296476320835276801,http://pbs.twimg.com/tweet_video_thumb/Ef4CVsdWkAASvg7.jpg,False,False,True,0.924990025875948,0.1812699340225663,0.973719835281372,0.0633994660370431,0.8369140625,0.0100620110741281
1296476316594774018,http://pbs.twimg.com/media/Ef4CVaCXYAE3OPZ.jpg,,,,,,,,,
1296476311607803906,http://pbs.twimg.com/media/Ef4CUAOWAAYBv-r.jpg,False,False,,0.9691698364301484,0.219328208011575,6.211034633452073e-05,0.0633994660370431,0.0,0.0100620110741281
1296476311335174145,http://pbs.twimg.com/media/Ef4CVBJUEAAdMso.jpg,False,False,,1.0,0.2105827679915819,5.771203746007814e-07,0.0633994660370431,0.0,0.0100620110741281
1296476303659606016,http://pbs.twimg.com/media/Ef4CTxrXgAM2eGb.jpg,False,True,,1.0,0.2166980580077506,0.9377819895744324,0.0633994660370431,0.0,0.0100620110741281
1296476303319867396,http://pbs.twimg.com/media/Ef4CU6NXgAMvkHf.png,False,False,,1.0,0.1991072410019114,0.0357665382325649,0.0633994660370431,0.0,0.0100620110741281
1296476301952536577,http://pbs.twimg.com/media/Ef4CPIiXkAAaM6b.jpg,True,True,,0.904415415946394,0.1733440769894514,0.977985382080078,0.0633994660370431,0.0,0.0100620110741281
1296476301126238211,http://pbs.twimg.com/media/Ef4CNt5UcAAm67A.jpg,False,False,True,0.9366802279729228,0.1804923289746511,3.4078368571499595e-08,0.0633994660370431,0.89794921875,0.0100620110741281
1296476297472937986,http://pbs.twimg.com/media/Ef4AhV2WoAc2vl5.jpg,False,False,,1.0,0.1605887370242271,0.0002342697989661,0.0633994660370431,0.0,0.0100620110741281
1296476295422005249,http://pbs.twimg.com/media/Ef4CBYBXkAELuAo.jpg,False,False,,1.0,0.1721581190067809,9.005647734738886e-05,0.0633994660370431,0.0,0.0100620110741281
1296476295157735424,http://pbs.twimg.com/media/Ef4BypxXgAMtaN1.jpg,True,True,True,1.0,0.1836180859827436,0.9859229326248168,0.0633994660370431,0.775390625,0.0100620110741281
1296476295031922690,http://pbs.twimg.com/media/Ef4CJKGUwAEtc3h.jpg,False,True,,,,,,,
1296476292087459842,http://pbs.twimg.com/media/Ef4CUMEWAAErKOh.jpg,False,True,True,1.0,0.1893095929990522,0.9759669899940492,0.0633994660370431,0.7880859375,0.0100620110741281
1296476287951929344,http://pbs.twimg.com/media/Ef4CT0RWAAQgZ9N.jpg,False,False,,0.9102903170555964,0.1615574779862072,0.0043283319100737,0.0633994660370431,0.0,0.0100620110741281
1296476286391586822,http://pbs.twimg.com/media/Ef4CTrdXgA8Bg8L.jpg,False,False,,1.0,0.1757099629903677,0.9854646325111388,0.0633994660370431,0.0,0.0100620110741281
1296476285473042437,http://pbs.twimg.com/media/Ef4CT51XgAIDBCk.png,False,True,,0.9169775628180654,0.1629170519881881,0.9347602725028992,0.0633994660370431,0.0,0.0100620110741281
1296476283761819655,http://pbs.twimg.com/media/Ef4CTy3XsAMsGnf.jpg,False,False,,,,,,,
1296476279420706816,http://pbs.twimg.com/media/Ef4CTg9UwAAwHSW.jpg,False,False,,,,,,,
1296476276912521220,http://pbs.twimg.com/media/Ef4CSN6XkAA7_-s.jpg,False,False,,0.7937532556889382,0.2076202260213904,0.4539102613925934,0.0633994660370431,0.0,0.0100620110741281
1296476271673839621,http://pbs.twimg.com/media/Ef4BHJHXoAI-v3D.png,False,True,,1.0,0.2013570000126492,0.2321536689996719,0.0633994660370431,0.9345703125,0.0100620110741281
1296476270830772231,http://pbs.twimg.com/media/Ef4CShjUEAEqqNV.jpg,False,False,True,0.8172883412622656,0.1917094519885722,0.952805995941162,0.0633994660370431,0.9140625,0.0100620110741281
1296476263763390464,http://pbs.twimg.com/media/Ef4CRnyWoAIqBhV.jpg,False,False,,1.0,0.1793627059960272,9.626450037103497e-08,0.0633994660370431,0.0,0.0100620110741281
1296476253227225089,http://pbs.twimg.com/media/Ef4CQgAWoAIUj0S.jpg,True,True,True,1.0,0.1922676469839643,0.1054233536124229,0.0633994660370431,0.8740234375,0.0100620110741281
1296476251058851842,http://pbs.twimg.com/media/Ef4CRonX0AIgcwO.jpg,False,True,,1.0,0.1795594239956699,0.9926837086677552,0.0633994660370431,0.0,0.0100620110741281
1296476247845986312,http://pbs.twimg.com/media/Ef4CRoUWsAEgbQ-.jpg,False,False,,0.7409392081591843,0.1464544160116929,3.703360926010646e-05,0.0633994660370431,0.0,0.0100620110741281
1296476244171804680,http://pbs.twimg.com/media/Ef4CRWmXkAA-i8k.jpg,False,False,,1.0,0.1212128280021715,2.3612939381578707e-10,0.0633994660370431,0.0,0.0100620110741281
1296476243265806337,http://pbs.twimg.com/media/Ef4COBAWsAAZOS6.jpg,False,False,,1.0,0.098646493977867,1.1302899110887664e-05,0.0633994660370431,0.0,0.0100620110741281
1296476241445433345,http://pbs.twimg.com/media/Ef4CRUSXoAIUGYG.jpg,False,True,,1.0,0.0982789660047274,0.9968774318695068,0.0633994660370431,0.0,0.0100620110741281
1296476240279474177,http://pbs.twimg.com/media/Ef4CPtIXgAETw0k.jpg,,,,,,,,,
1296476232499048448,http://pbs.twimg.com/media/Ef4CQuFWoAEu50A.jpg,False,False,,1.0,0.1997867430036422,0.0052403672598302,0.0373384743790415,0.0,0.010490398414449
1296476230800347139,http://pbs.twimg.com/media/Ef4CQunU8AAvbuf.jpg,True,True,True,1.0,0.1779702810163144,0.9751807451248168,0.0373384743790415,0.92138671875,0.010490398414449
1296476230280241152,http://pbs.twimg.com/media/Ef4CQjdX0AI4t35.jpg,,,,1.0,0.198771764000412,3.912259489879944e-05,0.0373384743790415,0.0,0.010490398414449
1296476229114253312,http://pbs.twimg.com/media/Ef4CPwfUMAErYR4.jpg,False,,,,,,,,
1296476228434657281,http://pbs.twimg.com/media/Ef4CPzjWsAA8gao.jpg,False,False,,1.0,0.1827998050139285,0.0091975508257746,0.0373384743790415,0.0,0.010490398414449
1296476226450751498,http://pbs.twimg.com/media/Ef4CQeAUwAs35Cm.jpg,True,True,False,1.0,0.1995567219855729,0.3217025697231293,0.0373384743790415,0.0,0.010490398414449
1296476224315940866,http://pbs.twimg.com/media/Ef4CQYzXYAM45wc.jpg,False,False,,1.0,0.1954987409990281,0.0009043024037964,0.0373384743790415,0.0,0.010490398414449
1296476222961201162,http://pbs.twimg.com/media/Ef4CQOmUwAA_SVq.jpg,False,False,,0.9619803004982368,0.2056663109979126,0.9987597465515136,0.0373384743790415,0.0,0.010490398414449
1296476222931841030,http://pbs.twimg.com/media/Ef4CQRIVAAAY24x.jpg,True,True,True,1.0,0.1958753450016956,0.996156632900238,0.0373384743790415,0.7431640625,0.010490398414449
1296476222864728066,http://pbs.twimg.com/media/Ef4CQPYVoAEcd0c.jpg,False,False,,1.0,0.1683099800138734,0.8879601955413818,0.0373384743790415,0.0,0.010490398414449
1296476221971341314,http://pbs.twimg.com/media/Ef4CQN3UwAUuvqf.jpg,False,True,,1.0,0.1249571320076938,0.1010943874716758,0.0373384743790415,0.0,0.010490398414449
1296476221015052289,http://pbs.twimg.com/media/Ef4CQKQU8AARkNz.jpg,False,False,,0.8488175257190148,0.1518060369999148,2.834117185557261e-05,0.0373384743790415,0.0,0.010490398414449
1296476220796870656,http://pbs.twimg.com/media/Ef4COxfXYAQZp60.png,False,False,,0.9205928359525112,0.1524952360196039,2.6904363181756707e-09,0.0373384743790415,0.0,0.010490398414449
1296476218188062723,http://pbs.twimg.com/media/Ef4COxQXoAETYKS.jpg,False,False,,0.9015103108858284,0.1561716340074781,5.714671829082363e-07,0.0373384743790415,0.0,0.010490398414449
1296476214769659905,http://pbs.twimg.com/media/Ef4CMTcWkAIEOqd.jpg,False,False,,1.0,0.1497802369995042,5.387480541685363e-07,0.0373384743790415,0.455078125,0.010490398414449
1296476208352436225,http://pbs.twimg.com/media/Ef4CPdJXkAE4qGH.jpg,False,False,True,0.2917242325873757,0.1523349160270299,0.0003649061254691,0.0373384743790415,0.83056640625,0.010490398414449
1296476206066540544,http://pbs.twimg.com/media/Ef4CARiXYAAQIml.jpg,False,False,,1.0,0.1582008289988152,1.4229610545424262e-10,0.0373384743790415,0.0,0.010490398414449
1296476205689036802,http://pbs.twimg.com/media/Ef4CPMlVoAEeaBy.jpg,False,False,,0.919074545994968,0.1575385100150015,0.0042795110493898,0.0373384743790415,0.0,0.010490398414449
1296476200165048323,http://pbs.twimg.com/media/Ef4AV0gXoAEDlnx.jpg,False,False,,0.3656969902437754,0.1315766540064942,2.1667126929969527e-05,0.0373384743790415,0.0,0.010490398414449
1296476199221374977,http://pbs.twimg.com/media/Ef4COzjUEAAPiEf.jpg,False,False,,1.0,0.1268062409944832,1.6371950906091115e-08,0.0373384743790415,0.0,0.010490398414449
1296476198063808513,http://pbs.twimg.com/media/Ef4COxsXYAAHFaK.png,False,False,,1.0,0.1674811299890279,0.0008007864234969,0.0373384743790415,0.25244140625,0.010490398414449
1296476195454844930,http://pbs.twimg.com/media/EfyeoyMXkAYiziz.jpg,,,,,,,,,
1296476180913238019,http://pbs.twimg.com/media/Ef4CExHUMAEkAln.jpg,False,False,,1.0,0.138536965008825,1.1001036909874529e-05,0.0373384743790415,0.0,0.010490398414449
1296476172667236357,http://pbs.twimg.com/media/Ef4CM_FXsAUNIwf.jpg,False,False,,1.0,0.1611730690055992,1.3634712558996398e-05,0.0373384743790415,0.79345703125,0.010490398414449
1296476171702603779,http://pbs.twimg.com/media/Ef4B-OLXYAM-hIl.jpg,,,,,,,,,
