id,url,answers,positive_answers
1296476496098459648,http://pbs.twimg.com/media/Ef4CfiNWAAE_WwI.jpg,5,5
1296476492940148736,http://pbs.twimg.com/media/Ef4CfgBXoAAYgh8.jpg,5,3
1296476492021596160,http://pbs.twimg.com/media/Ef4CfvvXsAEMOSB.jpg,5,5
1296476489555283969,http://pbs.twimg.com/media/Ef4CbZUXYAYbNJm.jpg,5,5
1296476488276074500,http://pbs.twimg.com/media/Ef4CfsZXsAAVxJc.jpg,5,0
1296476488011862016,http://pbs.twimg.com/media/Ef2KGpGUwAI7seu.jpg,5,0
1296476486044704768,http://pbs.twimg.com/media/Ef4Cb9TXkAEVO2p.jpg,5,0
1296476484320866304,http://pbs.twimg.com/media/Ef4CZG3WAAMpy7P.jpg,5,0
1296476482357866497,http://pbs.twimg.com/media/Ef4CTVIWoAEqoGx.jpg,5,3
1296476475336658946,http://pbs.twimg.com/media/Ef4Ce8rWoAQsXAY.jpg,5,0
1296476465052241922,http://pbs.twimg.com/tweet_video_thumb/Ef4Cd6_WkAsUeHb.jpg,5,4
1296476463743590401,http://pbs.twimg.com/media/Ef4CeR9XoAgFwR3.jpg,5,5
1296476463374438401,http://pbs.twimg.com/tweet_video_thumb/Ef4CdqTXYAA2WiM.jpg,5,1
1296476462661410823,http://pbs.twimg.com/media/Ef4Cc2zWoAMcPsf.jpg,5,4
1296476460887220225,http://pbs.twimg.com/media/Ef4CeGvWoAAW1wx.jpg,5,0
1296476460413313024,http://pbs.twimg.com/media/Ef4CY4sXkAEFon-.jpg,5,0
1296476458832068609,http://pbs.twimg.com/media/Ef4CWNlU0AATnFS.jpg,5,0
1296476455669563396,http://pbs.twimg.com/media/Ef4CdxbXsAIuVqr.png,5,0
1296476454268567553,http://pbs.twimg.com/media/Ef4CdwhX0AAshvs.jpg,5,0
1296476451559084037,http://pbs.twimg.com/media/Ef4CdkPWoAIop4-.jpg,5,1
1296476449306824705,http://pbs.twimg.com/media/Ef4CcD5XoAYSUoB.jpg,5,0
1296476444239986689,http://pbs.twimg.com/media/Ef4CcYFXkAAsBGz.jpg,5,5
1296476444168724481,http://pbs.twimg.com/tweet_video_thumb/Ef4Cc8RUcAAymzx.jpg,5,0
1296476442574893056,http://pbs.twimg.com/media/Ef4CV9AXsAEdGaH.jpg,5,5
1296476440658161664,http://pbs.twimg.com/media/Ef4CctqWsAUh2zi.jpg,5,3
1296476439991275520,http://pbs.twimg.com/media/Ef4CcmjWAAUqEyE.jpg,5,5
1296476432776990723,http://pbs.twimg.com/tweet_video_thumb/Ef4CcGMXsAA0-be.jpg,5,4
1296476429081878533,http://pbs.twimg.com/media/Ef4CJsYXoAEaVW1.png,5,0
1296476428515647493,http://pbs.twimg.com/media/Ef4CcQfXgAA_waZ.jpg,5,2
1296476424132603907,http://pbs.twimg.com/media/Ef4Cbn9XoAUpmWW.jpg,5,0
1296476423335673857,http://pbs.twimg.com/media/Ef4CLphXYAAz5gC.jpg,5,1
1296476409263775746,http://pbs.twimg.com/media/Ef4CUUQXsAALzRa.jpg,5,4
1296476407795769346,http://pbs.twimg.com/media/Ef4Ca_nWkAAlmC4.jpg,5,0
1296476405329469444,http://pbs.twimg.com/media/Ef4Bi_7WkAcf1W3.jpg,5,5
1296476404897533953,http://pbs.twimg.com/media/Ef4BOhQXoAEa5I2.jpg,5,0
1296476398643748864,http://pbs.twimg.com/media/Ef4CaSiWoAYoE8G.jpg,5,0
1296476396638920711,http://pbs.twimg.com/tweet_video_thumb/Ef4CaGmWkAIEOC-.jpg,5,0
1296476392415268864,http://pbs.twimg.com/media/Ef4CZtmUwAEBBfk.jpg,5,0
1296476392176201729,http://pbs.twimg.com/tweet_video_thumb/Ef4CZu5X0AAXuZq.jpg,5,0
1296476387893747713,http://pbs.twimg.com/media/Ef4CZ0mXYAMNRvQ.jpg,5,1
1296476387000426499,http://pbs.twimg.com/tweet_video_thumb/Ef4CZmsXYAErUVr.jpg,5,1
1296476384706146309,http://pbs.twimg.com/media/Ef4CZtgXoAAKs-m.png,5,0
1296476384466960385,http://pbs.twimg.com/media/Ef4CYtfWoAAqrOB.jpg,5,2
1296476382864842752,http://pbs.twimg.com/media/Ef4CZjIXoAAp7KJ.jpg,5,0
1296476379014483969,http://pbs.twimg.com/media/Ef4CYucWAAEttW2.jpg,5,0
1296476375612825603,http://pbs.twimg.com/media/Ef4BoKhXoAgYFTE.png,5,0
1296476371053694979,http://pbs.twimg.com/media/Ef4CUmbVoAALCyh.jpg,5,0
1296476368604192769,http://pbs.twimg.com/media/Ef4CYwwXgAE4KMH.png,5,0
1296476368075722752,http://pbs.twimg.com/media/Ef4CX79XsAI8zyP.png,5,3
1296476367924715522,http://pbs.twimg.com/media/Ef4CYs8XsAEBZyi.jpg,5,5
1296476366230224903,http://pbs.twimg.com/media/Ef4CYnUXoAMSz38.jpg,5,4
1296476366012133382,http://pbs.twimg.com/media/Ef4CYGQWkAExkR5.jpg,5,0
1296476363881435136,http://pbs.twimg.com/media/Ef4CYXcXgAEYc2V.jpg,5,1
1296476352464420870,http://pbs.twimg.com/media/Ef4CXv-U4AApyJJ.jpg,5,0
1296476351264849922,http://pbs.twimg.com/media/Ef4CXPzXgAAm0ks.jpg,5,3
1296476349436243969,http://pbs.twimg.com/media/Ef4BhMUXsAA8bGa.jpg,5,5
1296476349419458560,http://pbs.twimg.com/media/Ef4CXWDXgAEcp17.jpg,5,0
1296476347586445312,http://pbs.twimg.com/media/Ef4CXOPWkAEGPWJ.jpg,5,1
1296476343786504193,http://pbs.twimg.com/media/Ef4CXOgX0AE9Qwp.jpg,5,0
1296476336052228097,http://pbs.twimg.com/media/Ef4CSjSU4AA1VJs.jpg,5,0
1296476335758544897,http://pbs.twimg.com/media/Ef4CWyAXgAIBm-w.jpg,5,0
1296476334852456448,http://pbs.twimg.com/media/Ef39yFAWoAIF65f.png,5,0
1296476330960343045,http://pbs.twimg.com/media/Ef4B4p4WsAIyo47.jpg,5,5
1296476320835276801,http://pbs.twimg.com/tweet_video_thumb/Ef4CVsdWkAASvg7.jpg,5,0
1296476311607803906,http://pbs.twimg.com/media/Ef4CUAOWAAYBv-r.jpg,5,0
1296476311335174145,http://pbs.twimg.com/media/Ef4CVBJUEAAdMso.jpg,5,0
1296476303659606016,http://pbs.twimg.com/media/Ef4CTxrXgAM2eGb.jpg,5,4
1296476303319867396,http://pbs.twimg.com/media/Ef4CU6NXgAMvkHf.png,5,0
1296476301952536577,http://pbs.twimg.com/media/Ef4CPIiXkAAaM6b.jpg,5,5
1296476301126238211,http://pbs.twimg.com/media/Ef4CNt5UcAAm67A.jpg,5,1
1296476297472937986,http://pbs.twimg.com/media/Ef4AhV2WoAc2vl5.jpg,5,0
1296476295422005249,http://pbs.twimg.com/media/Ef4CBYBXkAELuAo.jpg,5,0
1296476295157735424,http://pbs.twimg.com/media/Ef4BypxXgAMtaN1.jpg,5,5
1296476295031922690,http://pbs.twimg.com/media/Ef4CJKGUwAEtc3h.jpg,5,4
1296476292087459842,http://pbs.twimg.com/media/Ef4CUMEWAAErKOh.jpg,5,5
1296476287951929344,http://pbs.twimg.com/media/Ef4CT0RWAAQgZ9N.jpg,5,0
1296476286391586822,http://pbs.twimg.com/media/Ef4CTrdXgA8Bg8L.jpg,5,3
1296476285473042437,http://pbs.twimg.com/media/Ef4CT51XgAIDBCk.png,5,5
1296476283761819655,http://pbs.twimg.com/media/Ef4CTy3XsAMsGnf.jpg,5,0
1296476279420706816,http://pbs.twimg.com/media/Ef4CTg9UwAAwHSW.jpg,5,0
1296476276912521220,http://pbs.twimg.com/media/Ef4CSN6XkAA7_-s.jpg,5,3
1296476271673839621,http://pbs.twimg.com/media/Ef4BHJHXoAI-v3D.png,5,4
1296476270830772231,http://pbs.twimg.com/media/Ef4CShjUEAEqqNV.jpg,5,3
1296476263763390464,http://pbs.twimg.com/media/Ef4CRnyWoAIqBhV.jpg,5,0
1296476253227225089,http://pbs.twimg.com/media/Ef4CQgAWoAIUj0S.jpg,5,5
1296476251058851842,http://pbs.twimg.com/media/Ef4CRonX0AIgcwO.jpg,5,5
1296476247845986312,http://pbs.twimg.com/media/Ef4CRoUWsAEgbQ-.jpg,5,0
1296476244171804680,http://pbs.twimg.com/media/Ef4CRWmXkAA-i8k.jpg,5,0
1296476243265806337,http://pbs.twimg.com/media/Ef4COBAWsAAZOS6.jpg,5,0
1296476241445433345,http://pbs.twimg.com/media/Ef4CRUSXoAIUGYG.jpg,5,4
1296476232499048448,http://pbs.twimg.com/media/Ef4CQuFWoAEu50A.jpg,5,0
1296476230800347139,http://pbs.twimg.com/media/Ef4CQunU8AAvbuf.jpg,5,5
1296476228434657281,http://pbs.twimg.com/media/Ef4CPzjWsAA8gao.jpg,5,2
1296476226450751498,http://pbs.twimg.com/media/Ef4CQeAUwAs35Cm.jpg,5,5
1296476224315940866,http://pbs.twimg.com/media/Ef4CQYzXYAM45wc.jpg,5,0
1296476222961201162,http://pbs.twimg.com/media/Ef4CQOmUwAA_SVq.jpg,5,1
1296476222931841030,http://pbs.twimg.com/media/Ef4CQRIVAAAY24x.jpg,5,5
1296476222864728066,http://pbs.twimg.com/media/Ef4CQPYVoAEcd0c.jpg,5,0
1296476221971341314,http://pbs.twimg.com/media/Ef4CQN3UwAUuvqf.jpg,5,4
1296476221015052289,http://pbs.twimg.com/media/Ef4CQKQU8AARkNz.jpg,5,3
1296476220796870656,http://pbs.twimg.com/media/Ef4COxfXYAQZp60.png,5,0
1296476218188062723,http://pbs.twimg.com/media/Ef4COxQXoAETYKS.jpg,5,0
1296476214769659905,http://pbs.twimg.com/media/Ef4CMTcWkAIEOqd.jpg,5,0
1296476208352436225,http://pbs.twimg.com/media/Ef4CPdJXkAE4qGH.jpg,5,0
1296476206066540544,http://pbs.twimg.com/media/Ef4CARiXYAAQIml.jpg,5,0
1296476205689036802,http://pbs.twimg.com/media/Ef4CPMlVoAEeaBy.jpg,5,0
1296476200165048323,http://pbs.twimg.com/media/Ef4AV0gXoAEDlnx.jpg,5,0
1296476199221374977,http://pbs.twimg.com/media/Ef4COzjUEAAPiEf.jpg,5,0
1296476198063808513,http://pbs.twimg.com/media/Ef4COxsXYAAHFaK.png,5,0
1296476180913238019,http://pbs.twimg.com/media/Ef4CExHUMAEkAln.jpg,5,0
1296476172667236357,http://pbs.twimg.com/media/Ef4CM_FXsAUNIwf.jpg,5,0
1296476171496980482,http://pbs.twimg.com/media/Ef4CJsAXkAAe8k5.jpg,5,1
1296476170058440706,http://pbs.twimg.com/tweet_video_thumb/Ef4CMfVUMAESPxd.jpg,5,4
1296476168942739457,http://pbs.twimg.com/media/Ef4CMYDXsAUPfFC.jpg,5,5
1296476168359682048,http://pbs.twimg.com/media/Ef4CEpBWoAcUKSu.jpg,5,5
1296476166954647552,http://pbs.twimg.com/media/Ef4CNBfXkAMOtwp.jpg,5,0
1296476165729849345,http://pbs.twimg.com/media/Ef4CMxCUwAAhX5F.jpg,5,1
1296476165541179393,http://pbs.twimg.com/media/Ef4CM12WkAEo9a8.jpg,5,0
1296476161275564032,http://pbs.twimg.com/media/Ef4CMkuXgAEf1xJ.jpg,5,5
1296476158427639811,http://pbs.twimg.com/media/Ef4CMS6XoAEhuid.jpg,5,5
1296476156938657792,http://pbs.twimg.com/media/Ef4CMHvWkAMggc4.jpg,5,0
1296476153532874753,http://pbs.twimg.com/media/Ef4CMJGU4AAy9ip.jpg,5,5
1296476142493470720,http://pbs.twimg.com/media/Ef4CLLjWsAQ-Jlc.jpg,5,0
1296476136038371331,http://pbs.twimg.com/media/Ef4B7egX0AUCTmE.jpg,5,5
1296476129868554242,http://pbs.twimg.com/media/Ef4CKuRU8AIhn7F.jpg,5,5
1296476125451956224,http://pbs.twimg.com/media/Ef4CKjeU0AERQkc.jpg,5,5
1296476109417185280,http://pbs.twimg.com/media/Ef4CJm7WkAEtIgN.jpg,5,5
1296476108389482497,http://pbs.twimg.com/media/Ef4CJOHWsAAsT5P.jpg,5,0
1296476107127095297,http://pbs.twimg.com/media/Ef4CJh2WAAAToq1.jpg,5,0
1296476105155715073,http://pbs.twimg.com/media/Ef4CJYQXgAMI4R2.jpg,5,0
1296476100957175813,http://pbs.twimg.com/media/Ef4B3bYU0AAIN32.png,5,4
1296476098998542338,http://pbs.twimg.com/media/Ef4CI7XU0AAxLVh.jpg,5,5
1296476097417293826,http://pbs.twimg.com/media/Ef4CIAUWsAAyS0x.png,5,0
1296476094858657793,http://pbs.twimg.com/media/Ef4CIzGVoAAeITE.jpg,5,4
1296476093017395206,http://pbs.twimg.com/media/Ef4BA3aXkAMYOfq.jpg,5,0
1296476091029356544,http://pbs.twimg.com/media/Ef4B7eyXYA07IJJ.jpg,5,0
1296476089808834560,http://pbs.twimg.com/media/Ef4CHbBWkAI56XE.jpg,5,5
1296476086495334405,http://pbs.twimg.com/media/Ef4B0f0WsAg1Vvk.png,5,3
1296476083542523904,http://pbs.twimg.com/media/Ef4CIIiWkAEeBLe.jpg,5,0
1296476083127087104,http://pbs.twimg.com/media/Edpj7PTUwAAkWxd.png,5,0
1296476083064320007,http://pbs.twimg.com/media/Ef36Jq8UEAE4fiZ.jpg,5,0
1296476083043340289,http://pbs.twimg.com/media/Eft4JpAVAAI9lje.png,5,0
1296476083026636800,http://pbs.twimg.com/media/Eev0RT3WkAExhER.png,5,0
1296476082993090560,http://pbs.twimg.com/media/Ef2ndAtXoAU65H7.jpg,5,0
1296476081235595264,http://pbs.twimg.com/media/Ef4CH1eXoAAikh_.jpg,5,0
1296476074390491138,http://pbs.twimg.com/media/Ef4CHmWWoAAgpng.jpg,5,4
1296476073824321542,http://pbs.twimg.com/tweet_video_thumb/Ef4B7AaXYAAxuaN.jpg,5,0
1296476072205266953,http://pbs.twimg.com/media/Ef4BCVJWAAIeHea.jpg,5,0
1296476067398660096,http://pbs.twimg.com/media/Ef4ByluXoAASKaf.jpg,5,5
1296476067394400257,http://pbs.twimg.com/media/Ef4CHLqVAAE6wtp.jpg,5,0
1296476065075011586,http://pbs.twimg.com/media/Ef4B0ZlXYAIGWED.jpg,5,3
1296476062818459650,http://pbs.twimg.com/media/Ef4B8iOWoAAIGHz.png,5,0
1296476056665423872,http://pbs.twimg.com/media/Ef4CGi4WsAIlL0S.jpg,5,0
1296476054983454729,http://pbs.twimg.com/media/Ef4CA4fWAAIAkwi.jpg,5,4
1296476051296661505,http://pbs.twimg.com/media/Ef4CDxJXYAQtqRA.jpg,5,0
1296476043314900994,http://pbs.twimg.com/media/Ef4CBgoWoAEeq8O.jpg,5,5
1296476042102747136,http://pbs.twimg.com/media/Ef4CFbOXkAY6fTm.jpg,5,5
1296476037208047619,http://pbs.twimg.com/media/Ef4CFeSXoAAZHgi.jpg,5,3
1296476035568017409,http://pbs.twimg.com/tweet_video_thumb/Ef4CFCoWoAIBH23.jpg,5,0
1296476028542554112,http://pbs.twimg.com/media/Ef4CEkmWAAU103u.jpg,5,4
1296476026671947776,http://pbs.twimg.com/media/Ef4CB4OWoAA3f2i.jpg,5,0
1296476025078022146,http://pbs.twimg.com/media/Ef4CEpjXgAElZXk.jpg,5,0
1296476023232638976,http://pbs.twimg.com/media/Ef4CDVHXsAAuvA8.jpg,5,0
1296476022364307457,http://pbs.twimg.com/media/Ef4CEdBWsAU_7Nk.jpg,5,4
1296476021009547268,http://pbs.twimg.com/media/Ef4CETxXgAMGB0T.jpg,5,1
1296476017318596615,http://pbs.twimg.com/media/Ef4BuHKWsAIj3Q9.jpg,5,5
1296476015364014081,http://pbs.twimg.com/media/Ef4CDTCWsAUL9yr.jpg,5,3
1296476015229837312,http://pbs.twimg.com/media/Ef4CEHOWAAY49BE.jpg,5,0
1296476009718587393,http://pbs.twimg.com/media/Ef4CDzhXoAMtYaS.jpg,5,0
1296476008921600001,http://pbs.twimg.com/media/Ef4CDfeVoAAvbpL.jpg,5,0
1296476008254779392,http://pbs.twimg.com/media/Ef4CDfYU8AAe5e1.png,5,0
1296476007319437318,http://pbs.twimg.com/media/Ef4BnooXsAI3lwX.jpg,5,0
1296476000566550528,http://pbs.twimg.com/media/Ef4B-rEXoAEBR7G.jpg,5,3
1296475987618803714,http://pbs.twimg.com/media/Ef4B_09U0AESy7n.jpg,5,4
1296475987341971456,http://pbs.twimg.com/media/Ef4CCdYWoAMatrl.jpg,5,0
1296475984456228866,http://pbs.twimg.com/media/Ef4B_0yUwAA3tlD.jpg,5,5
1296475984162627584,http://pbs.twimg.com/media/Ef4CCTFXoAAOwtG.jpg,5,0
1296475983990730752,http://pbs.twimg.com/media/Ef4CB4OU0AI56ke.jpg,5,5
1296475981583134722,http://pbs.twimg.com/media/Ef4CCJkWkAA404A.jpg,5,0
1296475977573433347,http://pbs.twimg.com/media/Ef4CB6CXoAUhsBc.jpg,5,5
1296475971911127043,http://pbs.twimg.com/media/Ef4CBh9UcAAzii3.jpg,5,0
1296475971902726145,http://pbs.twimg.com/media/Ef4BfWSXYAQZ30J.jpg,5,1
1296475971567210497,http://pbs.twimg.com/media/Ef4CAxdXsAEI7t6.jpg,5,3
1296475970669600768,http://pbs.twimg.com/media/Ef4B5XVU8AA-pH9.jpg,5,5
1296475968358547456,http://pbs.twimg.com/media/Ef4CBccUwAAjNFS.jpg,5,5
1296475968140455941,http://pbs.twimg.com/media/Ef4CBbHUMAAqeOY.jpg,5,5
1296475967838400516,http://pbs.twimg.com/media/Ef4CBarUEAAi2pn.jpg,5,3
1296475962931064835,http://pbs.twimg.com/media/Ef4CAAGVoAAoAea.jpg,5,5
1296475962167693312,http://pbs.twimg.com/media/Ef4CA1vWoAclA1e.jpg,5,5
1296475959105904640,http://pbs.twimg.com/media/EbYp1_mXsAM_lqo.jpg,5,5
1296475956773822466,http://pbs.twimg.com/tweet_video_thumb/Ef4CAfjWkAIh3Ps.jpg,5,3
1296475953330360320,http://pbs.twimg.com/media/Ef4B9gBXsAEJwRj.png,5,5
1296475949534453761,http://pbs.twimg.com/media/Ef4B7VxXsAAJ8Pt.jpg,5,0
1296475948401991680,http://pbs.twimg.com/media/Ef4CALiWoAYIK58.jpg,5,0
1296475947156353024,http://pbs.twimg.com/tweet_video_thumb/Ef4B_14WsAA5cKw.jpg,5,1
1296475944098705408,http://pbs.twimg.com/media/Ef4CABDXkAE8HHY.jpg,5,4
1296475940776808448,http://pbs.twimg.com/media/Ef4B_KHXoAAb_AU.jpg,5,0
1296475939606540292,http://pbs.twimg.com/media/Ef4BbhTWoAEyNSs.jpg,5,0
1296475937933066242,http://pbs.twimg.com/media/Ef4B_ZwWsAM-8Vp.jpg,5,0
1296475937501057025,http://pbs.twimg.com/media/Ef4B_exX0AAagrQ.jpg,5,5
1296475932908310528,http://pbs.twimg.com/tweet_video_thumb/Ef4B--eWsAIX6F8.jpg,5,0
1296475931637362689,http://pbs.twimg.com/media/Ef4B_UHXgAEGJ6I.jpg,5,3
1296475930953691142,http://pbs.twimg.com/media/Ef4B-slVAAAcsS1.jpg,5,5
1296475928428675072,http://pbs.twimg.com/media/Ef4B-_8UwAI1mkf.jpg,5,3
1296475917091577857,http://pbs.twimg.com/media/Ef4B-MyUYAE8Ujs.png,5,0
1296475916839919616,http://pbs.twimg.com/media/Ef4B92rUwAA1ads.jpg,5,0
1296475913018839040,http://pbs.twimg.com/media/Ef4B9xuVoAUlYt2.jpg,5,0
1296475912284839936,http://pbs.twimg.com/media/Ef312SqXYAAAxN-.jpg,5,5
1296475911697686530,http://pbs.twimg.com/media/Ef4B92fUEAALBvD.jpg,5,0
1296475911303421953,http://pbs.twimg.com/media/Ef4B-HTX0AAPJIX.jpg,5,0
1296475910238068736,http://pbs.twimg.com/media/Ef4B9vHXsAAixeE.jpg,5,4
1296475909927641090,http://pbs.twimg.com/media/Ef4B-BcXsAcktYq.jpg,5,0
1296475908585521155,http://pbs.twimg.com/media/Ef4B97AU4AEV29u.jpg,5,0
1296475906131755010,http://pbs.twimg.com/tweet_video_thumb/Ef4B9j2UcAEt0IE.jpg,5,3
1296475901832691713,http://pbs.twimg.com/media/Ef4B9UQWkAMC9CZ.jpg,5,0
1296475901094494210,http://pbs.twimg.com/media/Ef4B9hKXsAM80N1.jpg,5,0
1296475900943507457,http://pbs.twimg.com/media/Ef4B7sKWkAIVir8.jpg,5,0
1296475896208150534,http://pbs.twimg.com/media/Ef4B8XLX0AIhhQ-.jpg,5,5
1296475892785479680,http://pbs.twimg.com/media/Ef4B9ECWoAEWINr.jpg,5,0
1296475892596838400,http://pbs.twimg.com/media/Ef4B9CAWkAAbdVd.jpg,5,5
1296475892412289024,http://pbs.twimg.com/media/Ef4BtbCXYAEzCN_.jpg,5,2
1296475891871227905,http://pbs.twimg.com/media/Ef4BqyyXgAwtor0.png,5,0
1296475890122194945,http://pbs.twimg.com/media/Ef4B810WsAI7MnB.jpg,5,5
1296475889014890502,http://pbs.twimg.com/media/Ef4B809X0AM_T04.jpg,5,4
1296475886703857664,http://pbs.twimg.com/media/Ef4B8tBX0AERr5f.jpg,5,1
1296475875613999104,http://pbs.twimg.com/media/Ef4B8AAWoAIgcpM.jpg,5,0
1296475874880094210,http://pbs.twimg.com/media/Ef4B8BAWAAA4I3f.jpg,5,3
1296475873302982658,http://pbs.twimg.com/media/Ef4B7fFWoAIGOPH.jpg,5,5
1296475872829022208,http://pbs.twimg.com/media/Ef4B7P5XYAA3Fks.jpg,5,0
1296475868961951744,http://pbs.twimg.com/media/Ef4B7pXXoAA3dW7.jpg,5,2
1296475865887444992,http://pbs.twimg.com/media/Ef4B5qxWsAIFb0Z.jpg,5,0
1296475865807806466,http://pbs.twimg.com/media/Ef4B7U2XYAE48Bn.jpg,5,0
1296475865065414659,http://pbs.twimg.com/media/Ef4B7abXkAIVtSe.jpg,5,5
1296475864750792706,http://pbs.twimg.com/media/Ef4B7bhWsAAnoAG.jpg,5,0
1296475864113254402,http://pbs.twimg.com/media/Ef4B1iwWsAErWPk.jpg,5,4
1296475863882637313,http://pbs.twimg.com/media/Ef4B7U7X0AkmV-d.jpg,5,5
1296475863802880001,http://pbs.twimg.com/media/Ef4B7YcWAAcysD9.jpg,5,0
1296475863505149959,http://pbs.twimg.com/media/Ef4B7O9XYAEsApU.jpg,5,3
1296475860401365001,http://pbs.twimg.com/media/Ef4B6xbXsAAwcWW.jpg,5,3
1296475860254576640,http://pbs.twimg.com/media/Ef4B7MJXgAYklhq.jpg,5,0
1296475858035773441,http://pbs.twimg.com/media/Ef4B66kVAAENZQs.jpg,5,0
1296475856282492929,http://pbs.twimg.com/media/Ef4B6s_XkAIPx8i.jpg,5,1
1296475854390857730,http://pbs.twimg.com/media/Ef4B6BdXgAAATHp.jpg,5,4
1296475854298656768,http://pbs.twimg.com/media/Ef4B6ymXgAQwSs5.jpg,5,0
1296475853875019776,http://pbs.twimg.com/media/Ef4B6xkXYAAJq-I.jpg,5,0
1296475853258395649,http://pbs.twimg.com/media/Ef4B6xcXoAAZqGt.jpg,5,3
1296475852415393797,http://pbs.twimg.com/media/Ef4B6ueWAAERK_D.jpg,5,4
1296475852293758982,http://pbs.twimg.com/media/Ef4B6c1U8AE-DK8.png,5,0
1296475852180520963,http://pbs.twimg.com/media/Ef4B6s5X0AIhRY_.jpg,5,0
1296475851907792898,http://pbs.twimg.com/media/Ef4B6raXgAIFCB1.jpg,5,0
1296475851169636354,http://pbs.twimg.com/media/Ef4B6g4WAAIfp-P.jpg,5,0
1296475850922131463,http://pbs.twimg.com/media/Ef4B6nIXYAE7itY.jpg,5,0
1296475848887984129,http://pbs.twimg.com/media/Ef4B6C7XoAEwiYC.jpg,5,0
1296475846811811841,http://pbs.twimg.com/media/Ef4B6VKXoAo-d7m.jpg,5,0
1296475845205336065,http://pbs.twimg.com/media/Ef4B6R9UcAAJuqH.jpg,5,0
1296475843766689795,http://pbs.twimg.com/media/Ef4B6KeX0AEhIsJ.jpg,5,5
1296475843540246531,http://pbs.twimg.com/media/Ef3_36cWoAApzDp.png,5,2
1296475842529366017,http://pbs.twimg.com/media/Ef4B6IHXoAAhEwk.png,5,2
1296475841652826114,http://pbs.twimg.com/media/Ef4B6FhXYAI8wcj.jpg,5,4
1296475841069801472,http://pbs.twimg.com/media/Ef4B6CzWoAAZVH7.jpg,5,5
1296475840839143427,http://pbs.twimg.com/media/Ef4B6AyXoAAJnKY.jpg,5,5
1296475839635369985,http://pbs.twimg.com/media/Ef4B59gWoAY2PYF.jpg,5,5
1296475838918074368,http://pbs.twimg.com/media/Ef4B565XoAA-uzj.jpg,5,1
1296475838800699397,http://pbs.twimg.com/media/Ef4B51pVAAA3Ht4.jpg,5,5
1296475834237308930,http://pbs.twimg.com/media/Ef4BoF3XYAADOUO.jpg,5,0
1296475831599079425,http://pbs.twimg.com/media/Ef3601aXkAISXje.jpg,5,5
